Year-Month,Rainfall (mm),Flood Risk,Sub_District
2022-09,75700.0,DANGER,Palmerganj
2022-10,70768.0,DANGER,Palmerganj
2022-11,67343.5,DANGER,Palmerganj
2022-12,76151.0,DANGER,Palmerganj
2023-01,27235.5,DANGER,Palmerganj
2023-02,0.0,Safe,Palmerganj
2023-03,1280.0,DANGER,Palmerganj
2023-04,932.2,DANGER,Palmerganj
2023-05,171.9,Safe,Palmerganj
2023-06,52.7,Safe,Palmerganj
2023-07,3517.0,DANGER,Palmerganj
2023-08,394.0,DANGER,Palmerganj
2023-09,64.2,Safe,Palmerganj
2023-10,108.8,Safe,Palmerganj
2023-11,0.0,Safe,Palmerganj
2023-12,9.2,Safe,Palmerganj
2024-01,2.2,Safe,Palmerganj
2024-02,22.6,Safe,Palmerganj
2024-03,35.2,Safe,Palmerganj
2024-04,0.0,Safe,Palmerganj
2024-05,0.0,Safe,Palmerganj
2024-06,51.8,Safe,Palmerganj
2024-07,301.3,DANGER,Palmerganj
2024-08,895.9,DANGER,Palmerganj
2024-09,109.6,Safe,Palmerganj
2024-10,233.0,WARNING,Palmerganj
2024-11,0.0,Safe,Palmerganj
2024-12,19691.0,DANGER,Palmerganj
2025-01,0.0,Safe,Palmerganj
